Aquilegia_formosa	0
Aquilegia_buergeriana-oxysepala	0
Semiaquilegia_adoxoides	0
Enemion_raddeanum	0
Isopyrum_manshuricum	0
Paraquilegia_microphylla	0
Leptopyrum_fumarioides	0
Thalictrum_actaeifolium	0
Thalictrum_tenue	(2 3)
Thalictrum_baicalense	0
Thalictrum_foetidum	2
Thalictrum_tuberosum	1
Thalictrum_calabricum	1
Thalictrum_coriaceum	3
Thalictrum_pubescens	(1 3)
Thalictrum_dasycarpum	3
Thalictrum_revolutum	3
Thalictrum_cooleyi	1
Thalictrum_macrostylum	3
Thalictrum_lucidum	1
Thalictrum_simplex-brevipes	3
Thalictrum_squarrosum	3
Thalictrum_minus-hypoleucum	(2 3)
Thalictrum_amurense	(1 3)
Thalictrum_flavum	1
Thalictrum_rochebrunianum	1
Thalictrum_delavayi	1
Thalictrum_grandiflorum	(0 1)
Thalictrum_aquilegiifolium	0
Thalictrum_aquilegiifolium-sibricum	1
Thalictrum_petaloideum	0
Thalictrum_sachalinese	0
Thalictrum_myriophyllum	(0 1)
Thalictrum_omeiense	(0 1)
Thalictrum_uncinulatum	(0 1)
Thalictrum_arkansanum	(2 3)
Thalictrum_texanum	(2 3)
Thalictrum_confine	3
Thalictrum_occidentale	3
Thalictrum_venulosum	3
Thalictrum_dioicum	3
Thalictrum_fendleri	3
Thalictrum_polycarpum	3
Thalictrum_pinnatum	(2 3)
Thalictrum_heliophilum	(2 3)
Thalictrum_fargesii	(0 1)
Thalictrum_leuconotum	?
Thalictrum_rutifolium	(0 1)
Thalictrum_uncatum	(2 3)
Thalictrum_lecoyeri	(0 1)
Thalictrum_calcicola	?
Thalictrum_atriplex	(0 1)
Thalictrum_cultratum	2
Thalictrum_isopyroides	3
Thalictrum_reticulatum	(0 1)
Thalictrum_finetii	1
Thalictrum_przewalskii	0
Thalictrum_sparsiflorum	0
Thalictrum_smithii	(0 1)
Thalictrum_elegans	(2 3)
Thalictrum_reniforme	1
Thalictrum_saniculaeforme	0
Thalictrum_chelidonii	1
Thalictrum_rotundifolium	0
Thalictrum_diffusiflorum	(0 1)
Thalictrum_rostellatum	(0 1)
Thalictrum_squamiferum	(0 1)
Thalictrum_alpinum	2
Thalictrum_zernyi	(0 1)
Thalictrum_foliolosum	2
Thalictrum_virgatum	(0 1)
Thalictrum_rhynchocarpum	3
Thalictrum_arsenii	3
Thalictrum_pringlei	(2 3)
Thalictrum_guatemalense	3
Thalictrum_gibbosum	(2 3)
Thalictrum_grandifolium	(2 3)
Thalictrum_lankesteri	(2 3)
Thalictrum_galeottii	(2 3)
Thalictrum_peltatum	(2 3)
Thalictrum_strigillosum	3
Thalictrum_decipiens	3
Thalictrum_podocarpum	(2 3)
Thalictrum_hernandezii	3
Thalictrum_pubigerum	(2 3)
Thalictrum_cuernavacanum	(2 3)
Thalictrum_henricksonii	(2 3)
Thalictrum_tripeltiferum	(2 3)
Thalictrum_foeniculaceum	(0 1)
Thalictrum_trichopus	(0 1)
Thalictrum_macrocarpum	3
Thalictrum_clavatum	0
Thalictrum_thalictroides	0
Thalictrum_coreanum	0
Thalictrum_tuberiferum	0
Thalictrum_acutifolium	(0 1)
Thalictrum_punctatum	0
Thalictrum_uchiyamai	0
Thalictrum_filamentosum	0
Thalictrum_kiusianum	0
Thalictrum_rubescens	(0 1)
Thalictrum_urbainii	(0 1)
Thalictrum_ichangense	0
